,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
15784,35,technician,single,secondary,no,951,yes,no,cellular,30,jan,163,1,254,1,failure,no
15785,28,blue-collar,single,primary,no,431,yes,no,cellular,13,may,68,2,363,2,failure,no
15786,77,retired,married,tertiary,no,7802,no,no,telephone,4,may,421,1,92,2,success,yes
15787,50,technician,married,secondary,no,389,yes,no,unknown,8,may,110,1,-1,0,unknown,no
15788,55,blue-collar,married,primary,no,7303,yes,no,cellular,7,aug,166,3,-1,0,unknown,no
15789,34,technician,married,tertiary,no,352,yes,no,cellular,16,apr,288,3,324,1,other,no
15790,40,blue-collar,married,primary,no,-7,yes,no,unknown,6,may,410,2,-1,0,unknown,no
15791,45,management,divorced,tertiary,no,220,yes,no,unknown,18,jun,89,4,-1,0,unknown,no
15792,34,technician,single,secondary,no,19348,yes,no,cellular,8,aug,316,2,-1,0,unknown,no
15793,51,blue-collar,married,secondary,no,-92,yes,no,unknown,4,jun,28,4,-1,0,unknown,no
15794,44,management,divorced,tertiary,no,0,no,no,unknown,18,jun,491,3,-1,0,unknown,no
15795,57,technician,divorced,secondary,no,77,yes,yes,cellular,29,jan,168,3,246,2,failure,no
15796,53,blue-collar,married,primary,no,225,no,no,cellular,18,jul,171,7,-1,0,unknown,no
15797,39,services,married,secondary,no,1142,yes,no,unknown,6,may,276,1,-1,0,unknown,no
15798,62,blue-collar,married,secondary,no,180,no,no,cellular,15,apr,389,2,-1,0,unknown,yes
15799,40,admin.,married,secondary,no,2,yes,no,unknown,16,may,29,1,-1,0,unknown,no
15800,48,management,divorced,tertiary,no,757,yes,no,cellular,17,nov,90,1,-1,0,unknown,no
15801,46,technician,married,secondary,no,57,no,no,unknown,28,may,796,1,-1,0,unknown,yes
15802,27,blue-collar,married,secondary,no,1341,yes,yes,unknown,30,may,254,2,-1,0,unknown,no
15803,33,admin.,married,secondary,no,30,yes,no,telephone,5,may,125,2,-1,0,unknown,no
15804,56,retired,married,primary,no,133,no,yes,unknown,12,jun,322,2,-1,0,unknown,no
15805,55,retired,married,secondary,no,185,no,no,cellular,28,aug,26,4,-1,0,unknown,no
15806,52,management,married,unknown,no,1708,no,no,telephone,23,jun,193,1,145,3,failure,no
15807,57,admin.,divorced,secondary,no,3058,yes,no,unknown,8,may,268,1,-1,0,unknown,no
15808,45,services,married,secondary,no,24,yes,no,cellular,18,jul,111,1,-1,0,unknown,no
15809,31,management,single,tertiary,no,41,yes,no,cellular,18,aug,392,2,-1,0,unknown,no
15810,42,technician,married,secondary,no,162,yes,no,cellular,11,may,139,1,-1,0,unknown,no
15811,52,services,divorced,secondary,no,765,yes,no,unknown,20,jun,27,3,-1,0,unknown,no
15812,36,blue-collar,married,primary,no,345,yes,no,cellular,20,apr,223,1,-1,0,unknown,no
15813,46,technician,single,secondary,no,401,no,no,unknown,19,aug,69,2,-1,0,unknown,no
15814,37,admin.,divorced,secondary,no,-165,yes,no,unknown,3,jun,48,2,-1,0,unknown,no
15815,45,unemployed,married,secondary,no,2040,no,no,telephone,2,feb,803,1,-1,0,unknown,yes
15816,39,management,married,tertiary,no,942,yes,no,cellular,13,may,564,2,265,4,other,no
15817,40,management,married,tertiary,no,-117,yes,no,cellular,17,jul,770,2,-1,0,unknown,no
15818,48,admin.,single,secondary,no,0,yes,yes,cellular,8,jul,72,1,-1,0,unknown,no
15819,38,technician,married,tertiary,no,206,no,no,cellular,8,apr,350,2,-1,0,unknown,yes
15820,31,management,married,tertiary,no,557,yes,no,cellular,18,jul,111,1,-1,0,unknown,no
15821,30,technician,single,secondary,no,796,yes,yes,cellular,18,aug,315,4,-1,0,unknown,no
15822,31,admin.,single,secondary,no,270,no,no,cellular,16,nov,176,1,200,2,success,no
15823,30,admin.,divorced,secondary,no,1,yes,no,unknown,8,may,175,5,-1,0,unknown,no
15824,34,services,married,secondary,no,457,yes,no,unknown,30,may,67,2,-1,0,unknown,no
15825,41,services,married,unknown,no,4,no,no,unknown,6,may,284,2,-1,0,unknown,no
15826,50,technician,married,secondary,no,416,yes,no,unknown,5,jun,494,5,-1,0,unknown,yes
15827,48,self-employed,married,tertiary,no,0,no,no,cellular,29,jan,1249,3,-1,0,unknown,yes
15828,37,blue-collar,married,unknown,no,722,yes,no,cellular,17,apr,362,1,150,3,failure,no
15829,68,retired,married,tertiary,no,2812,no,no,cellular,3,aug,392,4,181,3,success,yes
15830,35,entrepreneur,married,secondary,no,2008,no,no,unknown,4,jun,178,6,-1,0,unknown,no
15831,46,admin.,married,primary,no,-335,yes,no,unknown,3,jun,272,1,-1,0,unknown,no
15832,37,blue-collar,single,secondary,no,1184,yes,no,cellular,20,nov,149,2,-1,0,unknown,no
15833,44,services,married,secondary,no,-289,no,yes,cellular,20,nov,487,1,118,1,other,no
15834,51,management,divorced,secondary,no,-175,yes,yes,unknown,23,may,270,1,-1,0,unknown,no
15835,40,blue-collar,married,secondary,no,356,yes,yes,cellular,7,may,1254,3,365,1,failure,no
15836,42,blue-collar,single,primary,no,4930,no,no,unknown,18,jun,973,1,-1,0,unknown,yes
15837,34,blue-collar,married,secondary,no,0,yes,yes,cellular,12,may,34,2,288,12,failure,no
15838,33,self-employed,single,tertiary,no,94,yes,no,cellular,5,may,955,2,-1,0,unknown,yes
15839,35,housemaid,divorced,secondary,no,39,no,no,cellular,31,jul,149,2,-1,0,unknown,no
15840,58,blue-collar,single,primary,no,26,yes,no,cellular,12,may,600,4,-1,0,unknown,no
15841,32,admin.,divorced,tertiary,no,146,yes,no,cellular,12,may,69,1,361,1,failure,no
15842,54,technician,married,secondary,no,472,yes,yes,unknown,17,nov,229,2,150,1,failure,no
15843,31,services,single,secondary,no,187,yes,no,cellular,5,may,241,1,347,1,failure,no
15844,45,technician,divorced,secondary,no,167,no,no,cellular,30,jul,97,11,-1,0,unknown,no
15845,47,blue-collar,married,secondary,no,480,yes,no,unknown,28,may,211,2,-1,0,unknown,no
15846,24,admin.,single,secondary,no,60,yes,no,cellular,16,apr,417,2,-1,0,unknown,no
15847,48,admin.,married,secondary,no,44,no,yes,cellular,25,aug,98,3,-1,0,unknown,no
15848,55,admin.,divorced,secondary,no,1872,no,no,cellular,27,may,76,3,103,5,success,no
15849,31,blue-collar,single,secondary,no,5607,no,no,unknown,20,may,261,1,-1,0,unknown,no
15850,44,self-employed,married,tertiary,no,1196,no,no,cellular,20,aug,552,5,-1,0,unknown,yes
15851,44,blue-collar,married,secondary,no,3610,yes,no,unknown,29,may,23,15,-1,0,unknown,no
15852,36,technician,single,secondary,no,2419,no,no,cellular,29,aug,29,3,-1,0,unknown,no
15853,38,management,single,tertiary,no,6490,no,no,telephone,10,nov,125,1,-1,0,unknown,no
15854,57,retired,married,primary,no,1335,no,no,cellular,19,nov,902,2,-1,0,unknown,no
15855,39,management,married,tertiary,no,0,no,no,cellular,30,apr,342,3,22,3,other,yes
15856,41,blue-collar,married,secondary,no,-190,no,yes,cellular,29,jul,808,3,-1,0,unknown,yes
15857,34,services,married,secondary,yes,421,yes,no,unknown,20,may,247,3,-1,0,unknown,no
15858,32,management,single,tertiary,no,3552,no,no,cellular,20,nov,310,3,-1,0,unknown,no
15859,32,student,single,tertiary,no,64,no,no,cellular,30,jun,598,4,105,5,failure,yes
15860,46,management,single,tertiary,no,593,yes,no,cellular,29,jan,190,3,-1,0,unknown,no
15861,38,management,married,secondary,no,517,yes,no,unknown,6,may,288,2,-1,0,unknown,no
15862,29,unemployed,single,primary,no,1374,no,no,cellular,17,nov,309,3,208,4,success,yes
15863,43,management,single,tertiary,no,11891,no,no,cellular,4,dec,821,5,242,1,success,yes
15864,43,management,married,tertiary,no,2696,yes,no,cellular,28,aug,86,10,-1,0,unknown,no
15865,32,management,married,tertiary,no,134,no,yes,cellular,29,aug,162,2,-1,0,unknown,no
15866,58,retired,married,secondary,no,983,no,no,cellular,5,aug,139,1,-1,0,unknown,no
15867,45,blue-collar,married,secondary,no,1003,yes,no,cellular,14,may,444,1,-1,0,unknown,no
15868,48,unemployed,married,primary,no,484,no,no,cellular,18,nov,399,1,-1,0,unknown,no
15869,59,retired,married,primary,no,468,yes,no,telephone,8,jul,71,1,-1,0,unknown,no
15870,44,technician,single,secondary,no,-34,no,yes,cellular,27,aug,14,13,-1,0,unknown,no
15871,59,admin.,married,secondary,no,302,no,yes,cellular,8,jul,250,2,-1,0,unknown,no
15872,46,blue-collar,married,tertiary,yes,-388,no,no,cellular,18,nov,295,2,-1,0,unknown,no
15873,28,management,single,tertiary,no,882,no,yes,cellular,29,jan,94,1,205,2,failure,no
15874,44,blue-collar,married,secondary,no,0,yes,no,cellular,21,jul,90,1,-1,0,unknown,no
15875,61,technician,married,primary,no,2282,no,no,cellular,25,nov,1092,1,-1,0,unknown,no
15876,33,services,married,secondary,no,7,yes,yes,cellular,18,may,55,1,-1,0,unknown,no
15877,35,management,single,tertiary,no,1750,yes,no,cellular,30,apr,687,1,9,3,success,yes
15878,43,management,married,tertiary,no,536,yes,no,cellular,14,may,167,4,-1,0,unknown,no
15879,29,services,single,secondary,no,146,yes,no,unknown,19,may,104,2,-1,0,unknown,no
15880,29,management,single,tertiary,no,3846,no,no,cellular,3,jun,313,2,-1,0,unknown,yes
15881,56,retired,married,unknown,no,4391,yes,no,unknown,16,may,291,1,-1,0,unknown,no
15882,36,management,married,tertiary,no,287,no,yes,cellular,5,aug,156,1,-1,0,unknown,no
15883,34,admin.,divorced,secondary,no,1186,yes,yes,cellular,18,nov,131,1,-1,0,unknown,no
15884,31,technician,single,tertiary,no,56,no,no,unknown,15,may,320,3,-1,0,unknown,no
15885,39,management,divorced,tertiary,no,224,no,no,cellular,2,jul,194,2,88,1,success,yes
15886,53,technician,divorced,secondary,no,392,yes,no,unknown,28,may,59,1,-1,0,unknown,no
15887,29,management,married,tertiary,no,5698,no,no,cellular,15,apr,437,1,264,1,failure,no
15888,33,management,married,tertiary,no,296,no,no,cellular,16,jul,90,2,-1,0,unknown,no
15889,35,management,single,tertiary,no,2486,yes,no,cellular,25,may,265,1,-1,0,unknown,no
15890,29,management,married,tertiary,no,13186,yes,no,cellular,12,may,322,1,350,2,failure,no
15891,56,blue-collar,married,secondary,no,527,no,yes,telephone,23,jul,122,4,-1,0,unknown,no
15892,43,technician,single,secondary,no,34,no,no,telephone,30,jul,29,1,-1,0,unknown,no
15893,83,retired,married,unknown,no,4216,no,no,cellular,12,oct,92,1,-1,0,unknown,no
15894,31,management,single,tertiary,no,96,no,no,cellular,29,aug,63,2,-1,0,unknown,no
15895,29,technician,single,tertiary,no,615,yes,no,cellular,18,may,373,1,-1,0,unknown,yes
15896,49,admin.,married,secondary,no,387,yes,no,unknown,14,may,347,1,-1,0,unknown,no
15897,42,technician,married,secondary,no,994,yes,no,cellular,12,nov,227,3,93,6,success,yes
15898,39,technician,married,secondary,no,3032,no,no,unknown,29,may,260,1,-1,0,unknown,no
15899,27,technician,single,secondary,no,487,yes,no,cellular,23,jul,319,1,-1,0,unknown,no
15900,51,admin.,married,primary,no,576,yes,no,cellular,23,jul,434,1,-1,0,unknown,no
15901,42,unemployed,divorced,tertiary,no,-166,no,no,cellular,29,aug,85,4,-1,0,unknown,no
15902,28,admin.,single,secondary,no,-181,yes,yes,cellular,7,may,429,2,343,4,failure,no
15903,60,housemaid,married,secondary,no,1361,no,no,cellular,8,aug,161,2,-1,0,unknown,no
15904,42,technician,single,secondary,no,-1,no,no,cellular,29,jan,259,1,-1,0,unknown,no
15905,34,management,married,tertiary,no,1483,yes,no,cellular,21,nov,91,1,-1,0,unknown,no
15906,30,management,single,tertiary,no,2,no,no,cellular,16,jun,102,1,85,1,failure,no
15907,39,blue-collar,single,primary,no,419,yes,no,cellular,17,nov,186,1,181,1,failure,no
15908,25,technician,married,tertiary,no,839,yes,no,cellular,18,may,700,3,-1,0,unknown,yes
15909,35,technician,married,unknown,no,3,yes,yes,unknown,17,jun,124,23,-1,0,unknown,no
15910,37,blue-collar,married,secondary,no,0,no,no,unknown,27,may,33,6,-1,0,unknown,no
15911,60,housemaid,married,primary,no,2008,no,no,cellular,7,aug,105,2,-1,0,unknown,no
15912,55,retired,married,secondary,no,188,no,no,unknown,14,may,139,2,-1,0,unknown,no
15913,39,management,married,tertiary,no,494,no,no,cellular,10,mar,106,2,478,3,failure,yes
15914,43,management,single,tertiary,no,47,yes,no,cellular,7,jul,316,5,-1,0,unknown,no
15915,32,management,single,tertiary,no,297,no,no,cellular,13,aug,225,2,-1,0,unknown,no
15916,30,self-employed,single,secondary,no,192,no,no,cellular,22,jul,423,1,-1,0,unknown,no
15917,34,blue-collar,married,secondary,no,1257,yes,no,unknown,26,may,109,7,-1,0,unknown,no
15918,33,student,single,unknown,no,5969,no,no,cellular,4,sep,156,2,127,8,failure,no
15919,59,blue-collar,married,primary,no,80,yes,no,telephone,31,jul,46,21,-1,0,unknown,no
15920,34,technician,married,tertiary,no,4,yes,no,telephone,24,jul,70,1,-1,0,unknown,no
15921,26,student,single,tertiary,no,5169,yes,no,cellular,20,apr,639,2,-1,0,unknown,no
15922,54,retired,divorced,tertiary,no,3076,no,no,cellular,27,may,367,2,-1,0,unknown,yes
15923,28,management,married,secondary,no,3,yes,no,cellular,14,sep,112,2,24,2,other,no
15924,36,entrepreneur,married,tertiary,no,733,no,yes,telephone,14,jul,124,12,-1,0,unknown,no
15925,61,retired,married,secondary,no,523,no,no,cellular,13,aug,211,3,183,4,success,yes
15926,34,admin.,married,secondary,no,1406,yes,no,cellular,27,may,145,1,-1,0,unknown,yes
15927,42,services,married,secondary,no,9277,yes,no,cellular,15,may,395,1,361,3,other,no
15928,41,technician,single,tertiary,no,1413,no,no,telephone,26,aug,81,5,-1,0,unknown,no
15929,46,blue-collar,single,primary,no,87,no,no,unknown,15,may,78,1,-1,0,unknown,no
15930,30,technician,single,secondary,no,1534,yes,no,unknown,27,may,596,1,-1,0,unknown,no
15931,33,management,single,tertiary,no,0,no,no,cellular,27,aug,191,4,-1,0,unknown,no
15932,51,management,divorced,tertiary,no,492,no,yes,cellular,29,jul,54,7,-1,0,unknown,no
15933,42,blue-collar,married,secondary,no,3068,yes,yes,cellular,11,may,429,2,-1,0,unknown,no
15934,27,services,married,secondary,no,58,yes,no,cellular,7,may,113,1,337,2,other,no
15935,40,unemployed,divorced,secondary,no,193,yes,no,cellular,7,may,195,1,357,1,failure,no
15936,46,admin.,married,secondary,no,-363,yes,yes,unknown,28,may,236,1,-1,0,unknown,no
15937,49,housemaid,divorced,primary,no,164,yes,no,unknown,9,may,1080,5,-1,0,unknown,no
15938,35,technician,married,tertiary,no,-290,yes,yes,cellular,24,jul,265,3,-1,0,unknown,no
15939,37,technician,married,tertiary,no,1092,no,no,cellular,19,nov,292,3,-1,0,unknown,no
15940,35,technician,single,secondary,no,230,no,no,cellular,3,feb,288,1,-1,0,unknown,no
15941,34,technician,married,secondary,no,4248,yes,no,cellular,20,apr,627,5,-1,0,unknown,no
15942,55,retired,married,secondary,no,905,no,no,cellular,30,jan,861,1,2,1,other,no
15943,30,management,single,secondary,no,269,no,yes,cellular,7,jul,1165,2,-1,0,unknown,no
15944,43,management,single,tertiary,no,0,no,no,cellular,11,aug,155,2,-1,0,unknown,no
15945,36,blue-collar,married,secondary,no,2357,yes,no,unknown,17,jun,228,2,-1,0,unknown,no
15946,33,admin.,single,secondary,no,901,no,no,cellular,3,feb,18,5,6,3,other,no
15947,33,services,married,secondary,no,1397,yes,no,cellular,16,apr,370,1,146,3,failure,no
15948,32,technician,single,tertiary,no,1246,yes,no,cellular,30,apr,509,1,85,2,success,yes
15949,37,admin.,single,secondary,no,155,yes,no,unknown,26,may,460,1,-1,0,unknown,no
15950,47,blue-collar,married,primary,no,1092,no,yes,unknown,30,may,41,8,-1,0,unknown,no
15951,37,technician,single,secondary,no,670,yes,no,unknown,8,may,78,3,-1,0,unknown,no
15952,46,management,divorced,secondary,no,16,yes,yes,unknown,5,may,188,2,-1,0,unknown,no
15953,53,technician,divorced,secondary,no,258,yes,yes,cellular,5,may,48,2,-1,0,unknown,no
15954,27,services,married,secondary,no,891,yes,no,cellular,18,jul,240,1,-1,0,unknown,no
15955,55,blue-collar,married,primary,no,0,no,no,cellular,5,aug,334,2,-1,0,unknown,no
15956,29,management,single,tertiary,no,536,no,no,cellular,29,jan,418,2,-1,0,unknown,no
15957,41,management,married,tertiary,no,653,yes,no,telephone,17,nov,60,2,-1,0,unknown,no
15958,38,admin.,married,primary,no,0,yes,no,unknown,2,jun,29,32,-1,0,unknown,no
15959,46,admin.,married,secondary,no,15,no,no,telephone,3,jun,218,5,-1,0,unknown,no
15960,42,blue-collar,married,secondary,no,30,no,no,unknown,8,may,366,2,-1,0,unknown,no
15961,32,services,single,secondary,no,875,yes,no,cellular,21,nov,1015,2,-1,0,unknown,no
15962,34,technician,single,secondary,no,1087,no,no,unknown,1,jun,7,1,-1,0,unknown,no
15963,31,blue-collar,single,primary,no,859,yes,no,unknown,2,jun,80,1,-1,0,unknown,no
15964,26,blue-collar,single,secondary,no,535,no,no,cellular,14,aug,125,1,-1,0,unknown,yes
15965,56,blue-collar,married,primary,no,284,no,yes,telephone,3,feb,124,4,204,4,failure,no
15966,48,management,married,unknown,no,598,no,no,unknown,9,jun,152,2,-1,0,unknown,no
15967,52,services,married,secondary,no,2081,yes,no,unknown,29,may,150,1,-1,0,unknown,no
15968,47,management,married,tertiary,no,122,no,yes,cellular,18,jul,73,1,-1,0,unknown,no
15969,53,services,married,secondary,no,1713,yes,no,cellular,7,aug,160,3,-1,0,unknown,no
15970,57,technician,divorced,secondary,no,0,yes,no,unknown,14,may,360,2,-1,0,unknown,no
15971,53,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528,2,-1,0,unknown,yes
15972,42,blue-collar,married,secondary,no,3396,yes,yes,telephone,20,nov,93,4,-1,0,unknown,no
15973,25,management,single,tertiary,no,1348,yes,no,unknown,8,may,109,1,-1,0,unknown,no
15974,52,management,married,tertiary,no,6,no,no,telephone,19,oct,57,1,-1,0,unknown,no
15975,30,management,divorced,secondary,no,37,no,no,unknown,12,may,262,2,-1,0,unknown,no
15976,32,admin.,married,tertiary,no,2831,yes,no,cellular,18,nov,278,2,-1,0,unknown,no
15977,49,blue-collar,married,primary,no,2068,yes,no,unknown,3,jun,45,1,-1,0,unknown,no
15978,45,services,married,secondary,no,307,no,yes,cellular,17,jul,147,3,-1,0,unknown,no
15979,33,unemployed,married,secondary,yes,-108,yes,yes,cellular,19,nov,286,3,-1,0,unknown,no
15980,37,student,divorced,tertiary,no,0,no,no,telephone,30,jul,100,6,-1,0,unknown,no
15981,48,admin.,married,secondary,no,-379,yes,no,cellular,22,jul,599,2,-1,0,unknown,no
15982,37,management,married,tertiary,no,1780,yes,no,cellular,7,may,205,1,-1,0,unknown,no
15983,33,entrepreneur,single,tertiary,no,99,no,yes,cellular,31,jul,192,3,-1,0,unknown,no
15984,60,housemaid,married,unknown,no,15681,no,no,cellular,30,jul,140,3,-1,0,unknown,no
15985,36,self-employed,married,tertiary,no,10,no,no,cellular,29,aug,47,4,-1,0,unknown,no
15986,28,management,married,tertiary,no,82,yes,yes,unknown,16,may,225,1,-1,0,unknown,no
15987,30,blue-collar,single,primary,no,5641,no,no,cellular,21,nov,695,3,-1,0,unknown,no
15988,36,blue-collar,divorced,unknown,no,0,yes,no,unknown,9,may,377,1,-1,0,unknown,no
15989,24,student,single,secondary,no,597,yes,no,cellular,20,apr,943,3,-1,0,unknown,yes
15990,36,services,married,secondary,no,5024,no,no,unknown,21,may,139,1,-1,0,unknown,no
15991,31,technician,single,secondary,no,1094,yes,no,unknown,12,jun,93,8,-1,0,unknown,no
15992,37,blue-collar,single,secondary,no,1120,no,no,unknown,16,jun,187,3,-1,0,unknown,no
15993,46,technician,married,secondary,no,0,yes,no,telephone,31,jul,181,2,-1,0,unknown,no
15994,54,technician,married,tertiary,no,417,yes,no,unknown,16,jun,375,2,-1,0,unknown,no
15995,42,services,single,tertiary,no,94,yes,no,cellular,11,aug,176,2,90,4,failure,yes
15996,33,entrepreneur,married,secondary,no,5809,yes,no,cellular,22,aug,219,4,-1,0,unknown,no
15997,35,admin.,married,secondary,yes,76,no,yes,unknown,17,jun,107,1,-1,0,unknown,no
15998,37,blue-collar,married,secondary,no,2066,yes,yes,cellular,21,nov,10,7,113,5,failure,no
15999,52,admin.,married,secondary,no,190,no,no,cellular,27,aug,276,3,-1,0,unknown,no
16000,32,management,single,tertiary,no,0,yes,yes,cellular,17,nov,107,2,-1,0,unknown,no
16001,27,services,single,secondary,no,-124,no,no,cellular,18,jul,217,1,-1,0,unknown,no
16002,52,admin.,divorced,secondary,no,-402,yes,no,cellular,21,nov,151,1,-1,0,unknown,no
16003,55,blue-collar,divorced,secondary,no,-152,yes,no,cellular,7,may,36,3,-1,0,unknown,no
16004,51,blue-collar,divorced,primary,no,155,yes,yes,cellular,9,apr,220,1,142,1,failure,no
16005,37,self-employed,married,tertiary,no,208,yes,no,cellular,31,jul,350,5,-1,0,unknown,no
16006,48,admin.,married,secondary,no,191,yes,no,cellular,5,feb,238,3,-1,0,unknown,no
16007,49,self-employed,married,tertiary,no,7254,no,no,cellular,29,jul,132,4,-1,0,unknown,no
16008,56,blue-collar,divorced,secondary,no,9898,yes,no,cellular,21,nov,147,3,-1,0,unknown,no
16009,51,unknown,married,unknown,no,167,no,no,unknown,18,jun,205,4,-1,0,unknown,no
16010,47,management,married,tertiary,no,0,no,yes,cellular,21,aug,374,1,-1,0,unknown,yes
16011,43,unemployed,married,secondary,no,174,no,yes,cellular,19,aug,308,2,-1,0,unknown,no
16012,53,management,married,tertiary,no,3105,yes,yes,cellular,21,nov,84,2,-1,0,unknown,no
16013,42,management,married,tertiary,no,9261,yes,no,cellular,6,aug,120,2,-1,0,unknown,no
16014,33,management,married,secondary,no,-15,yes,no,unknown,13,may,247,3,-1,0,unknown,no
16015,58,management,married,tertiary,no,1016,no,no,telephone,11,mar,78,2,91,1,failure,no
16016,31,technician,single,secondary,no,506,no,no,cellular,21,aug,43,4,-1,0,unknown,no
16017,43,technician,single,secondary,no,336,yes,no,unknown,9,may,181,1,-1,0,unknown,no
16018,45,management,married,tertiary,no,-191,yes,no,cellular,18,jul,178,3,-1,0,unknown,no
16019,37,management,divorced,secondary,no,1655,yes,no,cellular,12,may,178,1,175,2,failure,no
16020,48,blue-collar,married,secondary,no,134,no,no,cellular,29,aug,200,7,-1,0,unknown,no
16021,68,retired,married,tertiary,no,2812,no,no,cellular,3,feb,279,2,181,1,failure,yes
16022,34,blue-collar,married,secondary,no,7063,yes,no,cellular,13,may,309,1,350,9,failure,no
16023,35,unemployed,single,tertiary,no,4959,no,no,cellular,29,jan,91,2,-1,0,unknown,no
16024,34,management,married,tertiary,no,1339,no,no,cellular,20,aug,255,8,-1,0,unknown,no
16025,38,technician,married,secondary,no,-228,yes,no,cellular,7,jul,162,4,-1,0,unknown,no
16026,58,retired,married,tertiary,no,1669,no,no,cellular,13,aug,109,2,-1,0,unknown,no
16027,31,technician,single,tertiary,no,2744,yes,no,cellular,8,aug,309,2,-1,0,unknown,no
16028,42,blue-collar,married,primary,no,608,yes,no,cellular,8,may,67,2,-1,0,unknown,no
16029,27,blue-collar,single,primary,no,140,no,no,telephone,28,jan,183,2,-1,0,unknown,no
16030,33,management,single,tertiary,no,0,no,no,unknown,27,may,277,1,-1,0,unknown,no
16031,38,technician,single,secondary,no,2990,yes,no,unknown,2,jun,612,2,-1,0,unknown,no
16032,38,admin.,married,secondary,no,-500,no,yes,cellular,2,feb,67,1,195,5,other,no
16033,45,blue-collar,married,unknown,no,-320,yes,no,unknown,28,may,204,3,-1,0,unknown,no
16034,48,services,divorced,secondary,no,-203,yes,no,cellular,18,may,156,5,297,1,other,no
16035,40,admin.,married,tertiary,no,1108,no,no,cellular,26,oct,61,2,76,3,failure,no
16036,32,entrepreneur,single,primary,no,1770,no,yes,cellular,4,feb,206,2,188,6,failure,no
16037,39,management,divorced,unknown,no,401,no,no,unknown,6,jun,126,1,-1,0,unknown,no
16038,39,management,married,unknown,no,548,yes,no,cellular,19,nov,154,2,-1,0,unknown,no
16039,46,technician,divorced,unknown,no,103,no,no,unknown,19,may,158,5,-1,0,unknown,no
16040,39,self-employed,married,tertiary,no,-176,yes,no,unknown,15,may,156,13,-1,0,unknown,no
16041,41,technician,single,secondary,no,3023,no,no,cellular,31,jul,616,3,-1,0,unknown,no
16042,38,management,married,tertiary,no,3452,no,no,cellular,13,aug,132,2,-1,0,unknown,no
16043,35,blue-collar,divorced,secondary,no,0,no,no,cellular,15,jul,129,2,-1,0,unknown,no
16044,59,blue-collar,married,secondary,no,57,yes,no,unknown,5,may,98,1,-1,0,unknown,no
16045,29,management,married,tertiary,no,1441,yes,no,cellular,4,feb,80,2,-1,0,unknown,yes
16046,31,management,single,tertiary,no,18,no,no,cellular,8,aug,82,2,-1,0,unknown,no
16047,57,housemaid,divorced,primary,no,7451,no,no,unknown,18,jun,43,4,-1,0,unknown,no
16048,37,entrepreneur,married,primary,no,-204,yes,no,cellular,24,jul,467,1,-1,0,unknown,no
16049,41,management,divorced,tertiary,no,4495,yes,no,cellular,11,aug,55,5,-1,0,unknown,no
16050,50,entrepreneur,single,tertiary,no,0,yes,no,unknown,19,jun,638,1,-1,0,unknown,no
16051,42,blue-collar,married,secondary,no,0,no,no,cellular,21,jul,91,2,-1,0,unknown,no
16052,35,blue-collar,married,primary,no,1033,yes,no,cellular,7,may,244,2,-1,0,unknown,no
16053,38,blue-collar,single,secondary,no,68,no,no,unknown,5,jun,90,2,-1,0,unknown,no
16054,59,services,married,secondary,no,968,no,no,cellular,9,feb,105,2,-1,0,unknown,no
16055,46,management,divorced,tertiary,no,225,yes,no,cellular,14,may,201,1,345,1,other,no
16056,58,technician,married,secondary,no,1,no,no,cellular,2,apr,333,1,64,2,failure,no
16057,33,entrepreneur,married,secondary,no,1034,yes,no,cellular,21,jul,141,6,-1,0,unknown,no
16058,54,self-employed,married,unknown,no,204,no,no,cellular,27,aug,231,5,-1,0,unknown,no
16059,32,blue-collar,married,primary,no,209,yes,yes,unknown,20,jun,8,31,-1,0,unknown,no
16060,44,self-employed,married,secondary,no,313,no,no,cellular,6,aug,211,4,-1,0,unknown,no
16061,45,management,single,tertiary,no,1269,no,no,unknown,20,jun,55,7,-1,0,unknown,no
16062,35,blue-collar,single,secondary,no,0,yes,no,cellular,9,feb,226,3,280,1,other,no
16063,37,blue-collar,single,secondary,no,5024,no,yes,cellular,25,jul,661,4,-1,0,unknown,yes
16064,35,housemaid,married,secondary,no,495,no,no,cellular,14,aug,414,4,-1,0,unknown,no
16065,35,self-employed,married,tertiary,no,35368,yes,no,unknown,21,may,63,1,-1,0,unknown,no
16066,40,blue-collar,married,primary,no,-166,yes,no,unknown,13,may,136,1,-1,0,unknown,no
16067,48,services,divorced,secondary,no,457,yes,no,cellular,11,may,199,1,326,5,other,no
16068,32,technician,single,unknown,no,10600,no,no,unknown,14,may,485,2,-1,0,unknown,no
16069,36,retired,single,secondary,no,101,yes,yes,unknown,26,may,314,1,-1,0,unknown,no
16070,36,admin.,single,secondary,no,185,yes,no,cellular,15,may,61,4,371,5,other,no
16071,45,admin.,married,secondary,no,373,no,yes,cellular,18,jul,274,3,-1,0,unknown,no
16072,49,management,single,tertiary,no,1,yes,no,unknown,6,jun,59,3,-1,0,unknown,no
16073,56,unemployed,divorced,primary,no,802,no,no,telephone,3,feb,258,2,-1,0,unknown,no
16074,34,services,married,secondary,no,27,yes,yes,cellular,31,jul,249,3,-1,0,unknown,no
16075,47,entrepreneur,married,unknown,yes,-1445,yes,no,unknown,12,may,379,2,-1,0,unknown,no
