age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
24,unemployed,single,tertiary,no,1337,no,no,unknown,21,sep,34,1,-1,0,unknown,no
25,self-employed,married,secondary,no,308,no,no,cellular,18,nov,1049,1,0,0,unknown,no
41,admin.,divorced,secondary,no,69,yes,no,unknown,4,may,310,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,2639,no,no,cellular,20,aug,667,2,-1,0,unknown,no
30,admin.,single,secondary,no,2360,yes,no,unknown,15,sep,197,2,0,0,unknown,no
59,admin.,divorced,secondary,no,1280,yes,no,unknown,29,may,168,2,-1,0,unknown,no
56,blue-collar,married,primary,no,53,no,yes,unknown,5,jul,150,1,-1,0,unknown,no
45,admin.,married,secondary,no,578,yes,no,cellular,8,may,483,5,-1,0,unknown,yes
38,management,married,tertiary,no,4083,no,no,cellular,8,may,444,2,-1,0,unknown,yes
37,services,married,secondary,no,110,yes,no,unknown,14,may,131,1,-1,0,unknown,no
32,technician,single,tertiary,no,-306,no,no,cellular,21,aug,101,2,-1,0,unknown,no
26,admin.,single,secondary,no,801,yes,no,cellular,15,may,615,1,344,5,failure,no
37,management,married,tertiary,no,4486,no,no,cellular,16,apr,107,1,0,0,unknown,no
41,admin.,married,secondary,no,2220,yes,no,cellular,21,nov,123,1,-1,0,unknown,no
36,management,married,tertiary,yes,519,yes,no,telephone,31,sep,125,4,-1,0,unknown,no
58,retired,married,secondary,no,659,no,no,cellular,19,feb,34,5,-1,0,unknown,no
26,student,single,secondary,no,1442,no,no,cellular,18,apr,102,2,-1,2,success,no
36,management,single,tertiary,no,1715,yes,yes,unknown,29,may,146,1,-1,0,unknown,no
58,services,married,secondary,no,-30,no,yes,telephone,7,jan,233,3,-1,0,unknown,no
26,unemployed,single,secondary,no,118,yes,no,cellular,28,jul,510,1,-1,0,unknown,no
46,admin.,married,secondary,no,2383,yes,yes,unknown,8,may,440,1,-1,0,unknown,no
56,blue-collar,married,primary,no,2584,yes,no,unknown,1,jun,134,1,-1,0,unknown,no
35,management,married,tertiary,no,4004,no,no,cellular,22,nov,92,1,-1,0,unknown,no
26,student,single,secondary,no,3791,no,no,telephone,2,feb,69,1,176,6,success,yes
44,blue-collar,married,secondary,no,3185,yes,no,unknown,10,may,561,3,-1,0,unknown,yes
31,management,single,secondary,no,887,yes,no,cellular,7,apr,160,1,171,2,failure,yes
38,services,single,secondary,no,581,yes,no,unknown,13,may,147,3,347,2,failure,no
56,admin.,divorced,secondary,no,154,no,yes,cellular,25,sep,359,2,-1,0,unknown,no
26,unemployed,single,tertiary,no,2604,no,no,cellular,9,nov,258,1,-1,0,unknown,no
34,services,married,secondary,no,215,yes,no,unknown,6,may,610,2,338,11,failure,no
29,admin.,single,secondary,no,2877,no,no,unknown,20,may,69,2,-1,0,unknown,no
29,management,single,tertiary,no,10848,no,no,cellular,13,aug,129,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,104,yes,no,cellular,28,may,110,1,-1,0,unknown,no
30,entrepreneur,single,tertiary,no,1388,yes,no,cellular,26,nov,208,9,-1,0,unknown,no
27,blue-collar,married,primary,no,1439,yes,yes,telephone,10,jul,395,5,-1,0,unknown,no
53,admin.,divorced,primary,no,61,yes,no,cellular,29,may,593,2,-1,0,unknown,no
30,admin.,married,tertiary,no,9872,yes,no,cellular,19,apr,1202,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,924,no,no,cellular,21,apr,859,1,-1,0,unknown,yes
30,admin.,married,secondary,no,506,yes,yes,cellular,19,may,463,1,-1,0,unknown,no
29,management,divorced,tertiary,no,119,no,no,cellular,30,jan,598,3,-1,0,unknown,yes
31,services,married,secondary,no,101,yes,no,cellular,19,may,678,1,-1,0,unknown,no
56,retired,married,secondary,no,573,no,no,cellular,8,sep,462,1,121,1,success,no
28,admin.,single,secondary,no,338,no,no,unknown,21,may,167,2,0,0,unknown,no
47,blue-collar,married,secondary,no,-28,yes,no,unknown,13,may,129,2,348,10,failure,no
44,services,married,secondary,no,176,no,no,cellular,5,apr,140,8,-1,0,unknown,no
54,management,married,primary,yes,575,yes,no,cellular,28,jan,88,2,80,2,failure,no
28,management,single,tertiary,no,637,no,no,cellular,13,jan,125,1,-1,0,unknown,yes
66,unemployed,single,secondary,no,6607,no,no,cellular,21,jun,47,1,174,2,success,yes
43,retired,married,unknown,no,1268,yes,no,unknown,11,may,917,1,-1,0,unknown,no
28,management,single,tertiary,no,2216,no,no,cellular,13,nov,1697,3,101,10,success,yes
54,retired,married,secondary,no,2349,no,no,telephone,13,jan,212,1,176,5,unknown,no
43,admin.,divorced,secondary,no,-84,yes,yes,unknown,27,may,86,1,261,3,success,no
75,retired,single,primary,no,3707,no,no,cellular,1,sep,83,2,-1,0,unknown,yes
47,services,married,secondary,no,771,no,no,cellular,19,jan,86,1,179,2,failure,no
34,admin.,divorced,secondary,no,5007,no,no,cellular,10,dec,429,3,-1,0,unknown,yes
32,blue-collar,single,secondary,no,1314,yes,no,unknown,19,jun,65,1,-1,0,unknown,no
33,blue-collar,married,primary,no,2588,no,no,unknown,8,may,123,1,-1,0,unknown,no
52,blue-collar,married,secondary,no,2052,no,no,cellular,28,apr,332,1,-1,0,unknown,no
47,admin.,married,secondary,no,946,no,no,unknown,20,may,328,2,-1,0,unknown,no
57,management,married,tertiary,no,903,no,no,cellular,12,aug,172,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,2901,no,no,unknown,27,jun,407,2,0,0,unknown,no
57,management,married,tertiary,no,260,yes,no,cellular,29,may,126,2,-1,0,unknown,no
53,retired,married,primary,no,73,yes,no,unknown,5,may,78,2,-1,0,unknown,no
45,blue-collar,married,primary,no,9788,yes,no,unknown,21,may,203,1,-1,0,unknown,no
54,management,divorced,unknown,no,1640,yes,no,cellular,29,nov,519,3,109,1,other,yes
34,technician,single,unknown,no,74,yes,no,unknown,5,may,642,2,-1,0,unknown,no
29,admin.,single,secondary,no,133,yes,yes,cellular,29,jul,152,2,109,2,failure,no
54,admin.,married,tertiary,no,25,no,no,unknown,5,may,89,2,-1,0,unknown,no
36,admin.,married,secondary,no,142,yes,yes,cellular,4,apr,161,2,271,2,failure,no
48,retired,married,secondary,no,3212,yes,no,unknown,16,jun,376,4,-1,0,unknown,no
33,management,single,tertiary,no,1422,no,no,cellular,13,sep,930,1,0,0,unknown,yes
43,retired,divorced,secondary,no,1938,yes,no,telephone,30,jan,98,2,-1,0,unknown,no
34,management,married,tertiary,no,160,yes,yes,cellular,15,jul,140,2,-1,0,unknown,no
39,management,divorced,tertiary,no,3633,yes,no,unknown,14,may,102,1,-1,0,unknown,no
57,management,married,secondary,no,220,yes,yes,cellular,30,jul,158,1,-1,0,unknown,no
24,admin.,single,secondary,no,784,no,no,cellular,15,may,106,5,-1,0,other,yes
31,management,single,tertiary,yes,1808,yes,no,cellular,30,may,25,4,-1,0,unknown,no
26,management,single,tertiary,no,1583,yes,yes,cellular,19,apr,138,1,-1,0,unknown,yes
23,technician,married,secondary,no,242,yes,yes,cellular,13,jul,202,2,-1,0,unknown,no
37,admin.,divorced,secondary,no,326,yes,no,unknown,8,may,195,2,-1,0,unknown,no
38,management,single,tertiary,no,-14,no,no,cellular,30,jul,121,10,-1,0,unknown,no
58,blue-collar,single,primary,no,1446,no,no,unknown,14,may,50,2,-1,0,unknown,no
33,self-employed,married,tertiary,no,1991,no,no,unknown,5,jun,139,5,-1,0,unknown,no
33,admin.,single,secondary,no,127,yes,no,cellular,28,apr,787,1,331,2,failure,no
51,admin.,married,primary,no,2806,yes,no,unknown,24,may,194,2,-1,0,unknown,no
49,blue-collar,married,secondary,no,190,yes,yes,unknown,27,may,332,1,-1,0,unknown,no
49,housemaid,married,primary,no,3930,no,no,unknown,8,jun,21,3,-1,0,unknown,no
41,management,single,tertiary,no,3136,no,no,unknown,30,aug,35,1,-1,0,unknown,no
34,admin.,married,secondary,no,-431,yes,no,unknown,3,may,83,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,2638,yes,no,cellular,8,jan,44,7,0,0,unknown,no
65,retired,married,primary,no,2781,no,no,telephone,30,jan,283,1,-1,0,unknown,no
32,services,single,secondary,no,165,yes,no,cellular,20,apr,73,5,-1,2,unknown,no
39,management,married,tertiary,no,31,yes,no,cellular,29,may,208,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,201,yes,yes,unknown,30,may,278,1,-1,0,unknown,no
59,retired,divorced,unknown,no,2525,no,no,cellular,1,jun,223,1,185,1,other,no
42,services,married,secondary,no,86,no,no,cellular,30,aug,22,4,-1,0,unknown,no
45,admin.,married,secondary,no,372,yes,no,unknown,16,may,913,3,-1,0,unknown,yes
44,housemaid,divorced,tertiary,no,3007,yes,no,unknown,14,may,74,3,-1,0,unknown,no
43,services,married,secondary,no,842,yes,no,cellular,19,nov,57,1,-1,2,unknown,no
46,blue-collar,married,primary,no,558,no,yes,cellular,12,feb,83,7,191,2,other,no
37,management,married,tertiary,no,405,yes,no,cellular,9,jul,167,5,-1,0,unknown,no
32,admin.,married,secondary,no,810,yes,no,unknown,31,may,1385,1,-1,0,unknown,no
29,technician,single,unknown,no,630,yes,no,unknown,21,may,105,1,-1,0,unknown,no
36,management,single,tertiary,no,757,no,no,unknown,7,jun,799,3,-1,0,unknown,no
32,services,single,secondary,no,63,yes,no,cellular,5,may,67,1,347,1,failure,no
55,services,divorced,secondary,no,5021,no,no,cellular,21,nov,113,1,185,5,success,yes
32,admin.,single,secondary,no,453,yes,no,cellular,13,feb,648,1,186,5,other,no
36,technician,married,secondary,no,1,no,yes,unknown,27,aug,107,5,-1,0,unknown,no
32,blue-collar,married,secondary,no,354,yes,no,cellular,13,may,421,1,339,5,failure,no
28,management,single,tertiary,no,146,no,no,cellular,6,aug,76,2,-1,0,unknown,no
33,admin.,single,secondary,no,809,yes,no,unknown,10,may,333,2,-1,0,unknown,no
48,management,divorced,tertiary,no,83,no,no,cellular,30,aug,181,1,-1,0,unknown,no
57,admin.,divorced,secondary,no,725,yes,no,cellular,7,aug,118,1,172,2,other,no
30,services,married,secondary,no,835,yes,no,cellular,28,may,289,2,256,5,failure,no
57,management,single,tertiary,no,2021,no,yes,cellular,12,jan,150,3,104,9,success,yes
33,admin.,married,secondary,no,331,yes,no,cellular,27,may,110,5,249,5,other,no
34,management,divorced,tertiary,no,484,no,yes,cellular,20,apr,89,1,-1,0,unknown,no
26,blue-collar,married,secondary,no,55,yes,no,cellular,31,jul,173,4,-1,0,unknown,no
30,management,single,tertiary,no,484,no,no,cellular,17,aug,436,2,-1,0,unknown,no
41,admin.,divorced,secondary,no,701,yes,yes,cellular,9,may,77,2,345,2,success,no
26,admin.,single,secondary,no,3071,yes,no,cellular,21,may,699,2,-1,0,unknown,yes
59,admin.,married,secondary,no,171,yes,no,cellular,18,may,91,1,95,2,failure,no
32,management,married,tertiary,no,168,no,no,cellular,25,jul,1059,10,-1,0,unknown,no
55,blue-collar,married,primary,no,2391,no,no,unknown,28,may,651,1,-1,0,unknown,no
40,management,married,secondary,yes,-732,no,no,cellular,22,jul,84,1,-1,0,unknown,no
47,management,divorced,tertiary,no,962,yes,yes,cellular,26,jul,87,4,-1,0,unknown,no
53,admin.,divorced,unknown,no,743,no,yes,cellular,10,oct,393,1,-1,0,unknown,no
54,management,married,tertiary,no,1195,no,no,cellular,28,apr,238,1,188,3,other,no
32,admin.,single,secondary,no,4732,yes,no,unknown,20,may,90,1,-1,0,unknown,no
37,admin.,divorced,secondary,no,796,yes,no,cellular,19,jan,83,1,182,2,failure,no
41,admin.,married,secondary,no,681,yes,no,unknown,14,may,345,2,-1,0,unknown,no
49,admin.,married,secondary,no,922,yes,yes,cellular,30,jul,94,1,-1,0,unknown,no
30,student,single,tertiary,no,49,no,no,cellular,19,aug,138,2,-1,2,unknown,no
43,admin.,single,secondary,yes,723,no,yes,cellular,10,apr,144,3,176,3,failure,no
52,blue-collar,married,primary,no,843,yes,no,telephone,30,jun,27,5,-1,0,unknown,no
56,admin.,married,secondary,no,1303,yes,no,telephone,30,feb,711,1,-1,0,unknown,no
44,management,married,tertiary,no,838,no,no,cellular,29,jul,36,1,-1,0,unknown,no
81,retired,married,secondary,no,9330,no,no,unknown,29,jun,280,7,-1,0,unknown,no
48,management,married,tertiary,no,439,no,no,cellular,5,feb,143,1,185,2,failure,no
35,admin.,married,secondary,no,766,no,no,unknown,19,apr,115,2,-1,0,unknown,no
34,student,single,secondary,no,7261,no,no,cellular,12,feb,52,1,183,10,success,yes
35,admin.,married,secondary,no,21,no,no,cellular,16,jul,1282,2,-1,0,unknown,yes
50,admin.,married,secondary,no,69,yes,yes,cellular,29,jul,196,5,-1,0,unknown,no
26,blue-collar,married,secondary,no,454,yes,no,cellular,18,may,119,1,-1,0,unknown,no
35,management,divorced,tertiary,no,1261,yes,no,unknown,29,may,246,2,497,2,other,no
30,management,single,tertiary,no,6076,no,no,cellular,29,jan,296,1,-1,2,unknown,no
53,housemaid,married,unknown,no,1327,no,no,unknown,8,feb,66,1,-1,0,unknown,no
28,admin.,divorced,secondary,no,5861,yes,no,unknown,18,may,1063,1,-1,0,unknown,no
35,admin.,married,secondary,no,5675,yes,no,unknown,11,may,128,5,-1,0,unknown,no
34,admin.,married,secondary,no,300,no,no,unknown,16,may,137,5,-1,0,unknown,no
42,admin.,married,secondary,no,194,no,no,cellular,28,aug,121,3,-1,0,unknown,yes
24,admin.,single,secondary,no,558,no,no,cellular,10,apr,164,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,20,no,no,unknown,11,aug,258,2,-1,0,unknown,no
59,management,married,secondary,no,21,no,no,unknown,7,jun,0,26,-1,0,unknown,no
55,blue-collar,married,secondary,no,1021,yes,no,unknown,27,may,77,2,349,1,failure,no
35,blue-collar,married,primary,no,4664,yes,no,unknown,21,may,145,1,-1,0,unknown,no
33,admin.,married,secondary,no,115,no,no,cellular,6,oct,822,1,97,1,success,yes
38,technician,married,unknown,no,17829,no,no,cellular,30,sep,172,1,-1,0,unknown,yes
36,blue-collar,married,primary,no,-18,yes,yes,cellular,5,may,179,2,-1,0,unknown,no
52,management,married,tertiary,no,81,no,no,unknown,26,jul,79,3,-1,0,unknown,no
34,admin.,single,secondary,no,574,yes,no,unknown,19,may,117,2,-1,0,unknown,no
45,management,single,tertiary,no,1241,no,no,cellular,31,nov,60,2,188,2,failure,no
30,management,divorced,tertiary,yes,-274,no,no,cellular,3,jun,228,1,-1,0,unknown,no
31,management,single,tertiary,no,169,yes,no,cellular,7,aug,38,3,-1,0,unknown,no
23,admin.,single,secondary,no,1178,no,yes,cellular,30,jul,229,1,-1,0,unknown,no
29,technician,single,secondary,no,540,no,no,telephone,20,nov,137,1,191,2,success,no
63,technician,married,secondary,no,2128,no,no,cellular,26,may,809,1,97,0,unknown,yes
59,blue-collar,married,secondary,no,229,no,yes,unknown,5,jun,121,2,-1,0,unknown,no
29,housemaid,married,primary,yes,433,yes,yes,unknown,9,may,366,2,-1,0,unknown,no
56,admin.,married,secondary,no,664,yes,yes,cellular,6,jul,247,1,-1,0,unknown,no
39,self-employed,married,tertiary,yes,-219,yes,no,cellular,19,may,237,1,-1,0,unknown,no
37,blue-collar,married,secondary,yes,2628,yes,no,unknown,9,may,153,1,-1,0,unknown,no
50,blue-collar,married,primary,no,2674,yes,no,cellular,29,may,157,2,-1,0,unknown,no
36,admin.,single,primary,no,186,yes,no,unknown,4,may,262,5,-1,0,unknown,no
39,retired,married,primary,no,2714,no,no,unknown,28,jan,206,10,-1,0,unknown,no
35,admin.,married,secondary,no,-165,yes,no,cellular,18,apr,1185,1,-1,0,unknown,no
32,technician,single,secondary,no,28,yes,no,cellular,10,apr,221,1,-1,0,unknown,yes
46,blue-collar,married,primary,no,232,no,no,telephone,8,may,109,2,-1,0,unknown,no
40,admin.,married,primary,no,1960,yes,no,unknown,26,apr,803,1,-1,0,unknown,no
46,admin.,divorced,secondary,no,843,no,no,cellular,30,aug,1321,2,-1,0,unknown,yes
35,blue-collar,married,primary,no,412,yes,no,unknown,7,may,121,5,-1,0,unknown,no
48,admin.,married,secondary,no,143,yes,yes,telephone,30,jul,81,5,-1,0,unknown,no
38,management,divorced,tertiary,no,887,no,yes,cellular,25,jun,92,2,-1,0,unknown,no
30,blue-collar,single,tertiary,yes,342,no,no,cellular,22,aug,1101,2,-1,0,unknown,no
41,blue-collar,married,primary,no,504,yes,no,telephone,7,may,184,2,-1,0,unknown,no
39,technician,divorced,tertiary,no,293,yes,no,unknown,12,may,118,5,-1,0,unknown,no
39,unemployed,married,secondary,no,844,yes,no,cellular,19,nov,111,2,178,2,failure,no
54,self-employed,married,unknown,no,2511,yes,no,unknown,20,may,347,1,-1,0,unknown,no
50,services,married,secondary,no,50,yes,yes,cellular,29,jul,886,10,-1,0,unknown,no
36,admin.,divorced,secondary,yes,33,yes,no,unknown,19,may,1075,2,-1,0,unknown,no
28,student,single,secondary,no,432,yes,no,unknown,27,may,108,2,-1,0,unknown,no
35,services,married,secondary,no,1032,yes,no,cellular,7,may,335,1,90,2,unknown,no
55,management,married,tertiary,no,956,no,no,cellular,29,aug,137,5,-1,0,unknown,no
34,management,single,tertiary,no,17,no,no,cellular,19,aug,91,5,-1,0,unknown,no
22,admin.,single,tertiary,no,1248,no,no,cellular,31,jul,102,3,-1,0,unknown,no
33,admin.,single,primary,no,5433,yes,no,unknown,8,may,243,2,-1,0,unknown,no
30,admin.,single,tertiary,no,10775,no,no,cellular,12,may,647,1,-1,0,unknown,no
33,admin.,single,secondary,no,908,no,no,cellular,8,may,925,1,182,3,success,yes
54,technician,married,secondary,no,2063,no,no,telephone,30,jul,72,3,-1,0,unknown,no
31,management,divorced,secondary,no,1953,yes,no,cellular,6,jan,121,1,-1,0,unknown,no
37,management,married,tertiary,no,172,yes,no,telephone,20,jan,149,2,-1,0,unknown,no
28,services,married,secondary,no,719,yes,no,cellular,15,may,214,3,-1,0,unknown,no
34,blue-collar,married,primary,no,464,yes,no,unknown,20,apr,150,1,-1,0,unknown,no
55,management,married,secondary,no,521,yes,no,cellular,2,jan,249,1,243,2,failure,no
60,housemaid,married,primary,no,2052,no,no,telephone,29,jan,84,1,110,0,failure,no
38,management,single,tertiary,no,482,yes,no,unknown,5,may,219,2,-1,0,unknown,no
43,admin.,married,unknown,no,5128,yes,no,cellular,22,nov,41,3,-1,0,unknown,no
31,admin.,single,secondary,yes,-1182,no,no,cellular,29,jul,174,2,-1,0,unknown,no
43,student,single,tertiary,no,593,yes,no,cellular,21,sep,90,2,184,1,failure,yes
39,blue-collar,single,primary,no,515,no,no,cellular,4,jul,191,1,-1,0,unknown,no
55,management,married,tertiary,no,2296,no,yes,cellular,31,aug,1140,5,-1,0,unknown,no
28,blue-collar,married,secondary,yes,612,no,no,cellular,30,aug,31,2,-1,0,unknown,no
38,self-employed,single,tertiary,no,2627,no,no,cellular,9,nov,45,5,-1,0,unknown,no
82,technician,married,secondary,no,124,yes,no,cellular,5,may,1706,1,-1,0,unknown,no
57,self-employed,married,tertiary,no,247,yes,no,unknown,3,may,181,2,92,3,failure,no
60,services,married,secondary,no,139,no,yes,cellular,3,feb,86,2,177,2,failure,no
32,services,married,secondary,no,331,yes,no,cellular,9,feb,176,1,264,1,other,no
38,admin.,single,tertiary,yes,1481,yes,no,cellular,18,nov,122,1,-1,0,unknown,no
48,admin.,married,secondary,no,597,yes,no,cellular,12,may,89,3,-1,0,unknown,no
56,retired,married,secondary,no,481,yes,no,cellular,17,feb,162,1,183,1,failure,no
55,housemaid,married,primary,no,1900,no,no,cellular,21,aug,73,2,-1,0,unknown,no
44,management,divorced,tertiary,no,340,no,no,cellular,18,aug,97,5,-1,0,unknown,no
50,management,divorced,tertiary,no,1837,yes,no,cellular,12,mar,148,2,182,1,success,no
54,blue-collar,married,primary,no,97,yes,no,unknown,6,may,353,2,-1,0,unknown,no
36,housemaid,married,secondary,no,2013,yes,no,cellular,14,jan,161,1,-1,0,unknown,no
33,admin.,divorced,secondary,yes,41,yes,yes,cellular,21,may,180,1,-1,0,unknown,no
57,unknown,single,secondary,no,2628,no,no,cellular,7,sep,130,2,184,3,other,no
32,admin.,married,secondary,no,2448,no,yes,cellular,13,apr,825,1,91,2,success,yes
27,admin.,married,secondary,no,1321,yes,no,cellular,20,nov,399,1,186,2,other,no
46,management,single,tertiary,no,10077,no,no,unknown,12,may,463,2,-1,0,unknown,yes
28,admin.,single,secondary,no,38,no,no,cellular,6,feb,185,5,187,1,failure,no
30,admin.,single,secondary,no,476,no,yes,cellular,20,sep,553,1,368,2,failure,no
44,blue-collar,single,tertiary,no,468,yes,no,unknown,3,jun,346,1,-1,0,unknown,no
41,retired,married,secondary,no,1928,yes,no,unknown,29,jun,280,1,-1,0,unknown,no
42,admin.,married,secondary,no,4269,yes,no,unknown,22,jun,55,2,0,0,unknown,no
25,student,married,tertiary,no,147,no,yes,cellular,12,apr,687,1,114,1,success,yes
61,admin.,divorced,secondary,no,527,no,no,cellular,2,jun,98,1,178,2,failure,no
60,unknown,married,unknown,no,47,no,no,cellular,30,may,80,10,-1,0,unknown,no
32,management,married,secondary,no,58,yes,yes,cellular,28,may,138,1,179,1,failure,no
49,blue-collar,married,primary,no,209,no,no,unknown,2,jun,105,1,-1,0,unknown,no
35,admin.,married,tertiary,no,160,no,no,cellular,26,may,650,1,-1,0,unknown,yes
60,retired,married,secondary,no,1138,no,no,cellular,30,jan,839,5,184,1,success,yes
41,management,single,tertiary,no,205,no,no,unknown,3,feb,75,5,-1,0,unknown,yes
35,admin.,single,secondary,no,767,no,no,unknown,19,jan,75,3,-1,0,unknown,no
54,admin.,married,secondary,no,2001,yes,no,cellular,31,feb,610,4,-1,0,unknown,no
60,housemaid,married,primary,no,13020,no,no,unknown,21,may,148,1,-1,0,unknown,no
59,management,divorced,tertiary,no,266,no,no,cellular,18,nov,181,2,-1,0,other,no
27,student,single,tertiary,no,1515,yes,no,cellular,13,may,199,1,0,0,unknown,no
32,technician,single,secondary,no,481,yes,no,cellular,13,aug,95,2,-1,0,unknown,no
37,admin.,married,secondary,no,8524,yes,no,cellular,25,apr,156,2,-1,0,unknown,no
54,management,divorced,tertiary,no,291,yes,no,cellular,1,feb,146,2,180,5,failure,no
48,admin.,divorced,secondary,no,3318,yes,no,unknown,9,may,411,3,-1,0,unknown,yes
44,blue-collar,married,primary,yes,-321,yes,no,unknown,4,may,535,1,-1,0,unknown,no
53,management,married,tertiary,no,2591,no,no,cellular,30,apr,39,2,-1,0,unknown,no
58,housemaid,married,primary,no,2279,no,no,cellular,29,jul,97,1,-1,0,unknown,no
58,blue-collar,married,secondary,no,97,yes,yes,cellular,29,may,120,2,347,2,failure,no
59,blue-collar,married,primary,no,2318,no,no,unknown,15,jun,14,1,-1,0,unknown,no
56,services,divorced,secondary,yes,-1155,yes,no,cellular,5,may,136,1,-1,0,unknown,no
33,management,married,tertiary,no,361,yes,yes,cellular,10,may,219,2,-1,0,unknown,no
56,student,married,primary,no,116,no,no,cellular,12,sep,178,1,-1,9,unknown,no
58,blue-collar,married,secondary,no,123,yes,no,unknown,18,may,372,3,-1,0,unknown,no
50,admin.,single,secondary,no,4956,no,no,unknown,5,jun,89,2,-1,0,unknown,no
60,admin.,married,secondary,no,2620,no,no,cellular,31,jul,1344,1,-1,0,unknown,yes
52,management,married,tertiary,no,155,yes,no,cellular,29,apr,339,1,279,2,failure,no
55,admin.,divorced,secondary,no,631,yes,no,unknown,27,may,113,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,229,yes,no,cellular,9,apr,150,2,330,1,failure,no
41,admin.,married,tertiary,yes,680,no,no,telephone,31,may,429,1,0,0,unknown,no
36,technician,single,tertiary,no,40,no,no,cellular,12,aug,343,1,-1,0,unknown,no
33,admin.,married,secondary,no,807,yes,no,cellular,12,may,469,2,189,1,failure,no
77,retired,married,primary,no,3170,no,no,cellular,6,jan,96,2,-1,0,unknown,no
54,housemaid,single,tertiary,no,2137,no,no,cellular,6,aug,206,2,-1,0,unknown,no
52,management,married,primary,no,2637,yes,no,cellular,19,may,95,1,266,3,failure,no
32,management,single,tertiary,no,579,no,no,cellular,20,aug,68,2,-1,0,unknown,no
34,admin.,married,secondary,no,2350,yes,no,unknown,24,jun,351,1,-1,0,unknown,no
31,student,single,primary,no,708,yes,no,cellular,20,may,621,1,-1,0,unknown,no
55,admin.,married,secondary,no,5003,yes,yes,cellular,29,aug,72,2,168,10,failure,no
32,management,single,tertiary,no,120,no,no,cellular,12,aug,66,5,-1,0,unknown,no
58,management,married,tertiary,no,4635,no,no,cellular,29,jul,58,2,-1,0,unknown,no
31,management,single,tertiary,no,1266,yes,no,cellular,11,apr,61,1,256,3,failure,no
33,management,single,tertiary,yes,892,yes,no,cellular,31,may,476,1,-1,0,unknown,no
38,technician,married,secondary,no,2708,no,no,cellular,9,aug,386,2,-1,0,unknown,yes
26,management,single,tertiary,no,917,no,yes,cellular,19,aug,77,1,-1,0,unknown,no
21,admin.,single,secondary,no,-50,no,no,cellular,22,aug,167,4,-1,0,unknown,yes
55,admin.,married,secondary,no,326,no,yes,cellular,4,jul,186,1,-1,0,unknown,no
24,services,single,secondary,no,-36,yes,yes,unknown,16,aug,90,5,-1,0,unknown,no
28,admin.,single,secondary,no,-39,yes,no,unknown,29,may,493,2,-1,0,unknown,no
28,admin.,single,secondary,no,237,yes,no,unknown,21,may,62,1,-1,0,unknown,no
50,management,divorced,tertiary,no,774,yes,no,unknown,21,nov,64,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,3534,yes,no,cellular,21,jul,110,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,810,yes,yes,cellular,14,may,687,1,-1,0,unknown,no
31,technician,single,tertiary,no,3345,yes,no,unknown,17,may,385,2,0,0,unknown,no
46,admin.,single,tertiary,no,851,yes,no,cellular,7,may,107,1,349,1,failure,no
62,blue-collar,married,primary,no,218,no,no,telephone,6,jan,48,4,-1,0,unknown,no
39,management,divorced,tertiary,yes,-433,yes,yes,cellular,31,jul,185,3,-1,0,unknown,no
38,housemaid,single,tertiary,no,-352,yes,no,unknown,19,jun,136,1,-1,0,unknown,no
47,services,single,secondary,no,333,yes,no,unknown,21,may,146,1,-1,0,unknown,no
42,management,married,tertiary,yes,63,yes,no,unknown,29,may,239,1,-1,0,unknown,no
23,student,single,secondary,yes,-1329,no,yes,cellular,29,aug,231,1,-1,0,unknown,no
60,admin.,single,unknown,no,-55,no,no,unknown,7,sep,210,2,-1,0,unknown,no
53,housemaid,married,secondary,no,1414,no,no,cellular,20,aug,164,5,172,4,other,no
43,self-employed,married,secondary,no,789,yes,no,unknown,29,may,213,1,-1,0,unknown,no
42,admin.,divorced,tertiary,no,3100,no,no,telephone,31,aug,182,5,-1,0,unknown,no
52,technician,single,secondary,no,642,yes,no,telephone,4,mar,12,5,-1,0,unknown,no
34,management,married,tertiary,no,117,no,no,cellular,15,jul,688,6,-1,0,unknown,no
53,blue-collar,married,primary,no,2277,yes,no,unknown,28,may,115,1,-1,0,unknown,no
34,technician,single,secondary,no,2411,yes,no,unknown,21,jan,118,2,0,0,unknown,no
55,blue-collar,married,tertiary,no,3779,yes,yes,cellular,9,jul,142,1,-1,0,unknown,no
61,unemployed,divorced,secondary,no,2399,no,no,cellular,4,nov,314,1,-1,0,unknown,no
45,admin.,married,secondary,no,183,no,yes,cellular,24,aug,515,2,129,0,other,no
27,unemployed,single,unknown,no,1005,yes,no,cellular,22,nov,268,1,-1,0,unknown,no
28,admin.,single,primary,no,1254,yes,no,cellular,6,may,154,1,354,1,failure,no
29,admin.,single,secondary,no,334,yes,no,cellular,21,may,324,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,3106,no,yes,cellular,19,nov,50,1,-1,0,unknown,no
